game_title, genre, platforms, release_date, developers,metascore_rating
The Sims 3: Showtime,Virtual Life|Virtual|Miscellaneous|Simulation,PC,Mar  6 2012,The Sims Studio,67
The Sims: Pet Stories,Virtual Life|Virtual|Miscellaneous|Simulation,PC,Jun 19 2007,Maxis,67
Train Simulator 2014,Vehicle|Simulation|Train,PC,Sep 26 2013,RailSimulator.com,67
AquaNox,Simulation|Marine|Combat|Futuristic Sub|Sci-Fi,PC,Nov 19 2001,Massive Development,67
Light of Altair,General|Simulation,PC,Jun  4 2009,SaintXi,66
This is the Police 2,Virtual|Career|Simulation,PC|PlayStation 4|Switch|Xbox One,Jul 31 2018,Weappy Studio,66
WRC 6: World Rally Championship,Automobile|Simulation|Racing,PC|PlayStation 4|Xbox One,Oct  7 2016,Kylotonn,66
The Crew 2,Automobile|Simulation|Racing,PC|PlayStation 4|Xbox One,Jun 28 2018,Ubisoft Ivory Tower,66
This Is the Police,Virtual Life|Virtual|Career|Simulation,PC|iPhone/iPad|PlayStation 4|Switch|Xbox One,Aug  2 2016,Weappy Studio,66
Tom Clancy's HAWX 2,Combat|Action|Simulation|Flight,PC|PlayStation 3|Xbox 360,Nov 22 2010,Ubisoft,66
Holy Potatoes! We're in Space?!,Combat|Space|Simulation,PC|iPhone/iPad|PlayStation 4|Switch,Feb 14 2017,Daylight Studios,66
Total Immersion Racing,Automobile|Simulation|Racing|GT / Street|Driving,PC|PlayStation 2,Nov  9 2002,Razorworks,66
Strike Suit Zero,Combat|Action|Simulation|Flight,PC|PlayStation 4|Switch|Xbox One,Jan 23 2013,Born Ready Games,66
Bounty Train,Vehicle|Simulation|Train,PC,May 16 2017,Corbie Games,66
Need for Speed: Undercover,Automobile|Simulation|Racing|GT / Street|Driving,PC|iPhone/iPad|PlayStation 3|Xbox 360,Nov 17 2008,EA Black Box,65
MotoGP 08,Motorcycle|Automobile|Simulation|Racing|Street|Driving,PC|PlayStation 2|PlayStation 3|Xbox 360,Oct 28 2008,Milestone S.r.l,65
Loco Mania,Vehicle|Simulation|Train,PC,May  8 2007,7FX,65
Heroes Over Europe,Combat|WWII|Simulation|Flight,PC|PlayStation 3|Xbox 360,Sep  8 2009,Atari| Transmission Games| Atari SA,65
InnerSpace,Civilian|Simulation|Flight,PC|PlayStation 4|Switch|Xbox One,Jan 16 2018,PolyKnight Games,65
Trainz Railroad Simulator 2006,Vehicle|Simulation|Train,PC,Feb  2 2006,Auran,65
War Tech Fighters,Combat|Space|Simulation,PC|PlayStation 4|Switch|Xbox One,Jul 25 2018,Drakkar Dev,65
WRC 5,Automobile|Simulation|Racing,PC|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox 360|Xbox One,Oct  8 2015,Kylotonn,65
Jalopy,Vehicle|Simulation|Civilian,PC,Mar 28 2018,Minskworks,65
Farming Simulator 2013,Miscellaneous|Simulation|Career|General|Virtual,PC|PlayStation 3|PlayStation Vita|Xbox 360,Oct 25 2012,Giants Software,65
Air Conflicts: Secret Wars,Combat|WWII|Simulation|Flight,PC|PlayStation 3|PlayStation 4|Switch|Xbox 360,Aug 30 2011,Games Farm,65
Blazing Angels: Squadrons of WWII,Combat|WWII|Simulation|Flight,PC|PlayStation 3|Xbox 360,Mar 28 2006,Ubisoft Romania,65
Strike Fighters: Project 1,Old Jet|Combat|Simulation|Flight,PC,Oct 27 2002,Third Wire,65
Apache: Air Assault,Combat|Helicopter|Simulation|Flight,PC|PlayStation 3|Xbox 360,Nov 19 2010,Gaijin Entertainment,64
Microsoft Flight,Combat|Modern Jet|Simulation|Flight,PC,Feb 29 2012,Microsoft Game Studios,64
Farming Simulator 15,Virtual|General|Simulation|Career,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Oct 30 2014,Giants Software,64
WRC 4: FIA World Rally Championship,Automobile|Simulation|Racing|Rally / Offroad|Driving,PC|PlayStation 3|PlayStation Vita|Xbox 360,Oct 25 2013,Milestone S.r.l,64
Attack on Pearl Harbor,Combat|WWII|Simulation|Flight,PC,Aug  6 2007,3D People,64
Guns of Icarus Online,Combat|Action|Simulation|Flight,PC,Oct 29 2012,Muse Games,64
Redline: Xtreme Air Racing 2,Combat|Modern Jet|Simulation|Flight,PC,Oct 30 2003,Victory Simulations,64
Juiced,Automobile|Simulation|Racing|GT / Street|Driving,PC|Mobile|PlayStation 2,Jun 13 2005,Juice Games,63
Youtubers Life,Virtual Life|Virtual|Simulation,PC|iPhone/iPad,May 18 2016,U-Play Online,63
Echelon: Wind Warriors,Simulation|Futuristic Jet|Flight|Combat|Sci-Fi,PC,Feb  9 2004,Buka Entertainment,63
Jetfighter 2015,Sci-Fi|Futuristic Jet|Simulation,PC,Sep  8 2005,N/A,63
Rulers of Nations: Geopolitical Simulator 2,General|Simulation,PC,Sep 30 2010,Eversim,63
Construction Simulator 2015,Vehicle|General|Simulation|Civilian,PC,Nov 18 2014,weltenbauer.,63
Galaxy On Fire 2 Full HD,Combat|Space|General|Simulation,PC|iPhone/iPad,Aug 21 2012,Fishlabs,63
Goat Simulator,Adventure|General|Simulation,PC|iPhone/iPad|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Apr  1 2014,Coffee Stain Studios,62
Take On Mars,Small Spaceship|Simulation|Space|Combat|Sci-Fi,PC,Aug  1 2013,Bohemia Interactive,62
Ship Simulator 2008,Civilian|Ship|Simulation|Marine,PC,Jan 21 2008,VSTEP,62
Need for Speed World,Automobile|Simulation|Racing|GT / Street|Driving,PC,Jul 27 2010,EA Black Box| EA Singapore,62
Silent Hunter 5: Battle of the Atlantic,Combat|Submarine|Marine|Simulation,PC,Mar  2 2010,Ubisoft Romania,62
Wings Over Europe: Cold War Gone Hot,Combat|Modern Jet|Simulation|Flight,PC,May 24 2006,Third Wire,62
Redshirt,General|Simulation,PC,Nov 13 2013,The Tiniest Shark,62
Bientot l'ete,General|Simulation,PC,Feb  6 2013,Tale of Tales,62
Space Force: Rogue Universe,Simulation|Large Spaceship|Civilian|Space|Sci-Fi,PC,Jun  5 2007,Provox Games,62
Juiced 2: Hot Import Nights,Automobile|Simulation|Racing|GT / Street|Driving,PC|PlayStation 3|Xbox 360,Nov 16 2007,Juice Games,61
Rig'n'Roll,Automobile|Simulation|Racing|Truck|Driving,PC,Apr 16 2010,Softlab-NSK,61
WRC 3: FIA World Rally Championship,Automobile|Simulation|Racing|Rally / Offroad|Driving,PC|PlayStation 3|PlayStation Vita,Apr 23 2013,Milestone S.r.l,61
F1 2015,Automobile|Simulation|Racing,PC|PlayStation 4|Xbox One,Jul  9 2015,Codemasters,61
Desperate Housewives: The Game,Virtual Life|Virtual|Miscellaneous|Simulation,PC,Oct  6 2006,Liquid Entertainment,61
Big Mutha Truckers,Automobile|Simulation|Racing|Truck|Driving,PC|PlayStation 2,Jun 27 2003,Eutechnyx,61
Bus Driver,Vehicle|General|Simulation|Civilian,PC,Mar 22 2007,SCS Software,61
F1 2014,Automobile|Simulation|Racing|Formula One|Driving,PC|PlayStation 3|Xbox 360,Oct 16 2014,Codemasters Birmingham,61
Car Mechanic Simulator 2014,Virtual|General|Simulation|Career,PC|iPhone/iPad,Jan 24 2014,PlayWay| Red Dot Games,61
ER (2005),Virtual Life|Virtual|Miscellaneous|Simulation,PC,May 31 2005,Legacy Interactive,60
Tempest (2015),Combat|Marine|Simulation,PC,Aug 22 2016,Lion's Shade,60
Le Mans 24 Hours,Automobile|Simulation|Racing|Formula One|Driving,PC|PlayStation 2,Jun  1 2002,Atari| Infogrames,60
Off-Road Drive,Automobile|Simulation|Racing|Rally / Offroad|Driving,PC,Sep 29 2011,Avalon Style,60
IL-2 Sturmovik: Cliffs of Dover,Combat|WWII|Simulation|Flight,PC,Apr 26 2011,1C: Maddox Games,60
Tarr Chronicles,Small Spaceship|Simulation|Space|Combat|Sci-Fi,PC,Sep 18 2007,Akella| Quasar,60
Auto Age: Standoff,Combat|Vehicle|Simulation,PC,Sep 21 2017,Phantom Compass,59
AquaNox 2: Revelation,Simulation|Marine|Combat|Futuristic Sub|Sci-Fi,PC,Aug 22 2003,Massive Development,59
Ship Simulator 2006,Civilian|Ship|Simulation|Marine,PC,Aug 21 2006,VSTEP,59
Fireburst,Automobile|Simulation|Racing|Rally / Offroad|Driving,PC|Xbox 360,Apr 25 2012,exDream,59
Enemy Engaged 2,Civilian|Helicopter|Simulation|Flight,PC,Jul 10 2007,Gameyus Interactive,58
Bio Inc. Redemption,General|Simulation,PC,May 18 2017,DryGin Studios,58
Shelter 2,Simulation|Virtual Life|Adventure|General|Virtual,PC,Mar  9 2015,Might and Delight,58
Jane's Attack Squadron,Simulation|Flight|Modern Jet|WWII|Combat,PC,Mar 22 2002,Mad Doc Software,58
Singles: Flirt Up Your Life,Virtual Life|Virtual|Miscellaneous|Simulation,PC,Oct  5 2004,Rotobee,58
SOL: Exodus,Simulation|Action|Space|General|Combat,PC,Jan 25 2012,Seamless Entertainment| Inc.,57
Vector Thrust,Combat|General|Simulation|Flight,PC,Jul  2 2015,timesymmetry,57
Ducati World Racing Challenge,Motorcycle|Automobile|Simulation|Racing|Street|Driving,PC,Feb  9 2001,Attention To Detail,57
Open Kart,Automobile|Simulation|Racing|Formula One|Driving,PC,Sep 24 2001,Microids,57
SpaceStationSim,Virtual Life|Virtual|Miscellaneous|Simulation,PC,Dec 12 2005,Vision Videogames| LLC,57
JetFighter V: Homeland Protector,Combat|Modern Jet|Simulation|Flight,PC,Oct 21 2003,InterActive Vision Games,56
Iron Warriors: T-72 Tank Command,Combat|Vehicle|Tank|Simulation,PC,May 24 2006,N/A,56
Fair Strike,Civilian|Helicopter|Simulation|Flight,PC,Feb 10 2004,G5 Software,56
Combat,Simulation|Vehicle|Action|General|Combat,PC,Nov 20 2001,Magic Lantern,56
Star Trek: Legacy,Simulation|Large Spaceship|Civilian|Space|Combat|Sci-Fi,PC|Xbox 360,Dec  5 2006,Mad Doc Software,56
Dark Horizon,Simulation|Futuristic Jet|Flight|Combat|Sci-Fi,PC,Oct  7 2008,Paradox Interactive,55
OmniBus,Simulation|Vehicle|Action|Civilian|General,PC,May 26 2016,Buddy Cops| LLC,55
Suzuki Alstare Extreme Racing,Motorcycle|Automobile|Simulation|Racing|Street|Driving,PC,Dec 14 2000,Criterion Games,55
Pearl Harbor: Zero Hour,WWII|Simulation|Flight,PC,May 12 2001,Zono Inc.,55
Crasher,Simulation|Vehicle|Car Combat|Combat|Driving,PC,Jan 28 2011,Punchers Impact,55
Star Wars: Battle for Naboo,Small Spaceship|Simulation|Space|Combat|Sci-Fi,PC,Mar 11 2001,LucasArts,54
Omerta: City of Gangsters,Strategy|General|Simulation,PC|Xbox 360,Jan 31 2013,Kalypso,54
Carmageddon: Reincarnation,Simulation|Vehicle|Car Combat|Combat|Driving,PC,May 21 2015,Stainless Games,54
Death Track: Resurrection,Automobile|Simulation|Racing|Vehicle|Car Combat|Arcade|Combat|Driving,PC|PlayStation 3,Mar 31 2009,Sky Fallen,53
Miner Wars 2081,Small Spaceship|Simulation|Action|Third-Person|Space|Combat|Shooter|Sci-Fi,PC,Nov 28 2012,Keen Software House Ltd,52
Larry Ragland 4x4 Challenge,Automobile|Simulation|Racing|Rally / Offroad|Driving,PC,Nov 30 2001,Xpiral,51
Ford Racing,Automobile|Simulation|Racing|GT / Street|Driving,PC,Sep  7 2000,MotiveTime| Ltd.,51
Destroyer Command,Civilian|Ship|Simulation|Marine,PC,Feb 17 2002,Ultimation Inc.,51
Adventure Park,Simulation|Business / Tycoon|General|Strategy|Management,PC,Nov  8 2013,B-Alive,49
Ship Simulator Extremes,Civilian|Ship|Simulation|Marine,PC,Aug 27 2010,VSTEP,49
Whirlwind Over Vietnam,Helicopter|Simulation|Flight|Civilian|Combat,PC,Apr 13 2007,G5 Software,49
Spacebase DF-9,Combat|Space|General|Simulation,PC,Oct 27 2014,Double Fine Productions,49
Universal Combat: A World Apart,Simulation|Large Spaceship|Civilian|Space|Sci-Fi,PC,Aug 15 2005,3000AD| Inc.,48
JASF: Jane's Advanced Strike Fighters,Combat|Action|Simulation|Flight,PC|PlayStation 3|Xbox 360,Nov  1 2011,Trickstar Games,48
Ford Bold Moves Street Racing,Automobile|Simulation|Racing|GT / Street|Driving,PC,Sep 25 2006,Razorworks,48
Carmageddon 3: TDR 2000,Simulation|Vehicle|Car Combat|Combat|Driving,PC,Dec 14 2000,Torus Games,48
The Sims 2: H&M Fashion Stuff,Virtual Life|Virtual|Miscellaneous|Simulation,PC,Jun  5 2007,Maxis,48
The Sims 2 Holiday Edition,Virtual Life|Virtual|Miscellaneous|Simulation,PC,Nov 15 2005,Maxis,48
Arma Tactics,Simulation|Turn-Based|General|Strategy|Tactics,PC|iPhone/iPad,Oct  1 2013,Bohemia Interactive,47
Bus Simulator 16,Vehicle|Simulation|Civilian,PC,Mar  2 2016,Still Alive Studios,46
B-17 Gunner: Air War Over Germany,WWII|Simulation|Flight,PC,May 20 2001,Sunstorm Interactive,46
Starpoint Gemini,Simulation|Real-Time|Ship|Strategy|General|Sci-Fi,PC,Dec 15 2010,Little Green Men,46
Flyboys Squadron,WWI|Simulation|Flight,PC,Nov 16 2006,iEntertainment Network,45
Supercar Street Challenge,Automobile|Simulation|Racing|Arcade|GT / Street|Driving,PC|PlayStation 2,Oct 30 2001,Exakt,45
Hard Truck: Apocalypse,Simulation|Vehicle|Car Combat|Combat|Driving,PC,Jun 26 2006,Buka Entertainment| Targem Games,45
Post Apocalyptic Mayhem,Simulation|Vehicle|Car Combat|Combat|Driving,PC,Mar 17 2011,Steel Monkeys,44
Air Conflicts: Vietnam,Combat|Action|Simulation|Flight,PC|PlayStation 3|Xbox 360,Oct  2 2013,bitComposer Games| bitComposer,43
Ford Racing: Off Road,Automobile|Simulation|Racing|Rally / Offroad|Driving,PC,Sep 23 2008,Razorworks,39
Legends of Pegasus,4X|Simulation|Turn-Based|General|Strategy,PC,Aug 10 2012,Kalypso| Novacore Studios,36
X Rebirth,Simulation|Large Spaceship|Civilian|Space|Sci-Fi,PC,Nov 15 2013,Egosoft,33
Out of the Park Baseball 2007,Sports|Traditional|Baseball|Sim|Management|Team,PC,Mar 23 2006,Sports Interactive,96
World Soccer Winning Eleven 7 International,Sports|Traditional|Soccer|Sim|Team,PC,Apr  9 2004,KCET,92
Out of the Park Baseball 17,Sim|Sports|Team|Baseball,PC,Mar 22 2016,Out Of The Park Developments,92
Tiger Woods PGA Tour 2003,Individual|Sports|Traditional|Sim|Golf,PC|PlayStation 2,Oct 31 2002,Headgate,92
Out of the Park Baseball 16,Sim|Sports|Team|Baseball,PC,Mar 23 2015,Out Of The Park Developments,91
Tony Hawk's Pro Skater 2,Individual|Sports|Skate / Skateboard|Skateboarding|Alternative,PC|iPhone/iPad,Oct 25 2000,Neversoft Entertainment,91
Tiger Woods PGA Tour 2005,Individual|Sports|Traditional|Sim|Golf,PC|Mobile|PlayStation 2,Sep 20 2004,Headgate,91
Madden NFL 2004,Sports|Traditional|Sim|Team|Football,PC|PlayStation 2,Aug 12 2003,EA Tiburon,91
NHL 2001,Sports|Traditional|Ice Hockey|Sim|Team,PC|PlayStation 2,Sep 28 2000,EA Sports,90
Tony Hawk's Pro Skater 3,Individual|Sports|Skate / Skateboard|Skateboarding|Alternative,PC|PlayStation 2,Mar 28 2002,Gearbox Software,90
NBA 2K13,Sports|Traditional|Basketball|Sim|Team,PC|iPhone/iPad|PlayStation 3|Wii U|Xbox 360,Oct  2 2012,Visual Concepts,90
NBA 2K17,Basketball|Sports|Sim|Team,PC|iPhone/iPad|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Sep 20 2016,Visual Concepts,90
World Soccer Winning Eleven 9,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 2,Apr 28 2006,KCET,89
Worldwide Soccer Manager 2005,Sports|Traditional|Soccer|Management|Team,PC,Dec  7 2004,Sports Interactive,89
Out of the Park Baseball 15,Sports|Traditional|Baseball|Sim|Team,PC,Apr 21 2014,N/A,89
FIFA Soccer 12,Sports|Traditional|Soccer|Sim|Team,PC|3DS|iPhone/iPad|PlayStation 2|PlayStation 3|Xbox 360,Sep 27 2011,Electronic Arts,89
NHL Eastside Hockey Manager 2007,Sports|Traditional|Ice Hockey|Sim|Management|Team,PC,Sep 22 2006,Sports Interactive,89
Madden NFL 2003,Sports|Traditional|Sim|Team|Football,PC|PlayStation 2,Aug 12 2002,EA Sports,89
Tiger Woods PGA Tour 2004,Individual|Sports|Traditional|Sim|Golf,PC|Mobile|PlayStation 2,Sep 22 2003,Headgate,88
World Soccer Winning Eleven 8 International,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 2,Feb 16 2005,KCET,88
Tony Hawk's Pro Skater 4,Individual|Sports|Skate / Skateboard|Skateboarding|Alternative,PC|PlayStation 2,Aug 27 2003,Beenox,88
Football Manager 2010,Sports|Traditional|Soccer|Management|Team,PC|iPhone/iPad,Nov  3 2009,Sports Interactive,87
NBA 2K18,Basketball|Sports|Sim|Team,PC|iPhone/iPad|PlayStation 3|PlayStation 4|Switch|Xbox 360|Xbox One,Sep 14 2017,Visual Concepts,87
Out of the Park Baseball 6,Sports|Traditional|Baseball|Sim|Management|Team,PC,Apr 16 2004,Out Of The Park Developments,87
FIFA 14,Sports|Traditional|Ice Hockey|Soccer|Sim|Team,PC|3DS|iPhone/iPad|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox 360|Xbox One,Sep 24 2013,EA Canada,87
NHL 2002,Sports|Traditional|Ice Hockey|Sim|Team,PC|PlayStation 2,Sep 17 2001,EA Sports,87
Echo Arena,Sports|Futuristic|Team,PC,Jul 20 2017,Ready at Dawn,87
Out of the Park Baseball 4,Sim|Sports|Traditional|Baseball,PC,Feb 28 2002,Out Of The Park Developments,87
NBA 2K15,Sports|Traditional|Basketball|Sim|Team,PC|iPhone/iPad|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Oct  7 2014,2K Sports,87
Football Manager 2013,Sports|Traditional|Soccer|Management|Team,PC,Nov  1 2012,Sports Interactive,86
Out of the Park Baseball 14,Sports|Traditional|Management|Baseball,PC,Apr 15 2013,Out Of The Park Developments,86
FIFA Soccer 13,Sports|Traditional|Soccer|Sim|Team,PC|3DS|iPhone/iPad|PlayStation 2|PlayStation 3|PlayStation Vita|Wii U|Xbox 360,Sep 25 2012,Electronic Arts,86
Out of the Park Baseball 18,Sim|Sports|Team|Baseball,PC,Mar 24 2017,Out Of The Park Developments,86
Worldwide Soccer Manager 2008,Sports|Traditional|Soccer|Management|Team,PC,Oct 23 2007,Sports Interactive,86
Links 2001,Individual|Sports|Traditional|Sim|Golf,PC,Oct 24 2000,Microsoft Game Studios,86
NBA 2K12,Sports|Traditional|Basketball|Sim|Team,PC|iPhone/iPad|PlayStation 2|PlayStation 3|Xbox 360,Oct  4 2011,Visual Concepts,86
Football Manager 2019,Sports|Management|Soccer|Team,PC,Nov  2 2018,Sports Interactive,86
Rocket League,Sports|Racing|Soccer|Arcade|Futuristic|Team,PC|PlayStation 4|Switch|Xbox One,Jul  5 2015,Psyonix,86
Madden NFL 2005,Sports|Traditional|Sim|Team|Football,PC|PlayStation 2,Sep 14 2004,BudCat,85
NBA 2K10,Sports|Traditional|Basketball|Sim|Team,PC|PlayStation 2|PlayStation 3|Xbox 360,Oct 12 2009,Visual Concepts,85
Out of the Park Baseball 13,Sports|Traditional|Baseball|Sim|Team,PC,Apr  9 2012,Out Of The Park Developments,85
Out of the Park Baseball 11,Sports|Traditional|Baseball|Sim|Management|Team,PC|iPhone/iPad,Oct 22 2009,Out Of The Park Developments,85
Football Manager 2011,Sports|Traditional|Soccer|Management|Team,PC|iPhone/iPad,Nov  4 2010,Sports Interactive,85
MVP Baseball 2005,Sports|Traditional|Baseball|Sim|Team,PC|PlayStation 2,Feb 22 2005,EA Sports,85
Football Manager 2014,Sports|Traditional|Soccer|Management|Team,PC,Oct 30 2013,Sports Interactive,85
FIFA 2001 Major League Soccer,Sports|Traditional|Soccer|Sim|Team,PC,Oct 30 2000,EA Sports,85
Tony Hawk's Underground 2,Individual|Sports|Skate / Skateboard|Skateboarding|Alternative,PC|PlayStation 2,Oct  4 2004,Neversoft Entertainment,85
Knockout League,Individual|Sports|Combat|Boxing / Martial Arts,PC|PlayStation 4,Feb 13 2018,Grab Games,84
Football Manager 2012,Sports|Traditional|Management|Soccer|Team|Football,PC,Oct 20 2011,Sports Interactive,84
Out of the Park Baseball 5,Sports|Traditional|Management|Baseball,PC,Feb 28 2003,Out Of The Park Developments,84
Creed: Rise to Glory,Individual|Sports|Combat|Boxing / Martial Arts,PC|PlayStation 4,Sep 25 2018,Survios,84
FIFA 17,Sim|Sports|Soccer|Team,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Sep 27 2016,EA Sports| EA Vancouver,84
Out of the Park Baseball 10,Sports|Traditional|Management|Baseball,PC,Jun  2 2009,Out Of The Park Developments,83
FIFA Soccer 11,Sports|Traditional|Soccer|Sim|Team,PC|iPhone/iPad|PlayStation 2|PlayStation 3|Xbox 360,Sep 28 2010,EA Sports,83
FIFA Soccer 2003,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 2,Nov  2 2002,EA Canada,83
Tiger Woods PGA Tour 2002,Individual|Sports|Traditional|Sim|Golf,PC|PlayStation 2,Feb 24 2002,Headgate,83
Super Mega Baseball 2,Sports|Arcade|Team|Baseball,PC|PlayStation 4|Xbox One,May  1 2018,Metalhead Software,83
Worldwide Soccer Manager 2009,Sports|Traditional|Soccer|Management|Team,PC,Nov 18 2008,Sports Interactive,83
NBA 2K11,Sports|Traditional|Basketball|Sim|Team,PC|PlayStation 2|PlayStation 3|Xbox 360,Oct  5 2010,Visual Concepts,82
Football Manager Live,Sports|Traditional|Soccer|Management|Team,PC,Jan 23 2009,Sports Interactive,82
VIDEOBALL,Sports|General,PC|PlayStation 4|Xbox One,Jul 12 2016,Action Button Entertainment,82
NHL Eastside Hockey Manager 2005,Sports|Traditional|Ice Hockey|Sim|Management|Team,PC,Oct  5 2005,Sports Interactive,82
MVP Baseball 2004,Sports|Traditional|Baseball|Sim|Team,PC|PlayStation 2,Mar  9 2004,EA Sports,82
FIFA 15,Sports|Traditional|Soccer|Sim|Team,PC|3DS|PlayStation 3|PlayStation 4|PlayStation Vita|Xbox 360|Xbox One,Sep 23 2014,EA Sports,82
Links 2003,Sim|Sports|Traditional|Golf,PC,Sep 16 2002,Microsoft Game Studios,82
Virtual Pool 3,Individual|Sports|Miscellaneous|Billiards|Parlor,PC,Nov 14 2000,Celeris,82
Kelly Slater's Pro Surfer,Individual|Sports|Surf / Wakeboard|Alternative|Surfing,PC|PlayStation 2,Oct 15 2003,Beenox,82
Pro Evolution Soccer 2015,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Nov 13 2014,Konami,82
Out of the Park Baseball 9,Sports|Traditional|Management|Baseball,PC,Jun  1 2008,Out Of The Park Developments,82
OlliOlli2: Welcome to Olliwood,Individual|Sports|Skate / Skateboard,PC|PlayStation 4|PlayStation Vita|Xbox One,Aug 11 2015,roll7,82
Football Manager 2016,Sports|Management|Soccer|Team,PC|iPhone/iPad,Nov 13 2015,Sega,81
Tiger Woods PGA Tour 06,Individual|Sports|Traditional|Sim|Golf,PC|Mobile|PlayStation 2|Xbox 360,Sep 20 2005,EA Sports,81
AaaaaAAaaaAAAaaAAAAaAAAAA!!!: A Reckless Disregard for Gravity,Sports|Action|General|Platformer|3D,PC,Sep  3 2009,Dejobaan Games,81
Pro Evolution Soccer 2018,Sim|Sports|Soccer|Team,PC|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Sep 12 2017,Konami,81
FIFA 18,Sim|Sports|Soccer|Team,PC|PlayStation 3|PlayStation 4|Switch|Xbox 360|Xbox One,Sep 26 2017,EA Vancouver,81
FIFA 16,Sim|Sports|Soccer|Team,PC|iPhone/iPad|PlayStation 3|PlayStation 4|Xbox 360|Xbox One,Sep 22 2015,EA Sports,81
FIFA 19,Sim|Sports|Soccer|Team,PC|PlayStation 3|PlayStation 4|Switch|Xbox 360|Xbox One,Sep 20 2018,EA Sports,81
Bowl Bound College Football,Sports|Traditional|Sim|Team|Management|Football,PC,Jan  9 2006,Grey Dog Software,80
Football Manager 2017,Sports|Management|Soccer|Team,PC,Nov  4 2016,Sports Interactive,80
Pro Evolution Soccer 2013,Sports|Traditional|Soccer|Sim|Team,PC|3DS|PlayStation 2|PlayStation 3|Xbox 360,Sep 25 2012,Konami,80
Madden NFL 07,Sports|Traditional|Sim|Team|Football,PC|PlayStation 2|PlayStation 3|Xbox 360,Aug 22 2006,EA Tiburon,80
NBA Live 2003,Sports|Traditional|Basketball|Sim|Team,PC|PlayStation 2,Nov 14 2002,EA Canada,80
NBA Live 2004,Sports|Traditional|Basketball|Sim|Team,PC|PlayStation 2,Nov 11 2003,EA Sports,80
2002 FIFA World Cup,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 2,Apr 30 2002,EA Sports,80
Madden NFL 19,Sim|Sports|Football|Team,PC|PlayStation 4|Xbox One,Aug  7 2018,EA Tiburon,80
NBA 2K9,Sports|Traditional|Basketball|Sim|Team,PC|PlayStation 2|PlayStation 3|Xbox 360,Oct 20 2008,Visual Concepts,80
Pro Evolution Soccer 2019,Sim|Sports|Soccer|Team,PC|PlayStation 4|Xbox One,Aug 28 2018,Konami,80
Front Office Football 2004,Sports|Traditional|Sim|Team|Management|Football,PC,Nov 13 2003,Solecismic Software,80
Out of the Park Baseball 12,Sports|Traditional|Baseball|Sim|Team,PC,Jun 23 2011,Out Of The Park Developments,79
Pro Evolution Soccer 2009,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 2|PlayStation 3|Xbox 360,Nov 12 2008,Konami,79
NBA Live 2005,Sports|Traditional|Basketball|Sim|Team,PC|PlayStation 2,Oct 26 2004,EA Canada,79
Title Bout Championship Boxing,Sports|Traditional|Boxing,PC,Dec  8 2003,Out Of The Park Developments,79
Franchise Hockey Manager 2,Sim|Sports|Ice Hockey|Team,PC,Sep 28 2015,Out Of The Park Developments,79
Frozen Cortex,Sports|Futuristic|General|Team,PC,Feb 19 2015,Mode 7 Games,79
FIFA Soccer 06,Sports|Traditional|Soccer|Sim|Team,PC|Xbox 360,Oct  4 2005,EA Canada,78
Laser League,Sports|Futuristic|Team,PC|PlayStation 4|Xbox One,May 10 2018,roll7,78
MVP Baseball 2003,Sports|Traditional|Baseball|Sim|Team,PC|PlayStation 2,Mar 24 2003,EA Sports,78
OlliOlli,Individual|Sports|Skate / Skateboard|Skateboarding|Alternative,PC|3DS|PlayStation 3|PlayStation 4|PlayStation Vita|Wii U|Xbox One,Jul 22 2014,Tom Hegarty,78
Madden NFL 06,Sports|Traditional|Sim|Team|Football,PC|Mobile|PlayStation 2|Xbox 360,Aug 17 2005,BudCat,78
FIFA 07 Soccer,Sports|Traditional|Soccer|Sim|Team,PC|Xbox 360,Oct  3 2006,EA Sports,78
NBA Live 2001,Sports|Traditional|Basketball|Sim|Team,PC|PlayStation 2,Feb  7 2001,EA Sports,78
Pro Evolution Soccer 2010,Sports|Traditional|Soccer|Sim|Team,PC|PlayStation 2|PlayStation 3|Xbox 360,Oct 23 2009,Konami,78
Season Ticket Baseball 2003,Sports|Traditional|Baseball|Sim|Management|Team,PC,Mar 24 2002,Out Of The Park Developments,78
Madden NFL 2001,Sports|Traditional|Sim|Team|Football,PC|PlayStation 2,Aug 24 2000,EA Sports,78
Baseball Mogul 2007,Sports|Traditional|Baseball|Sim|Management|Team,PC,Apr 12 2006,Sports Mogul,78
FIFA Soccer 2002,Sports|Traditional|Soccer|Sim|Team,PC,Oct 29 2001,EA Sports,77
